Date : 2024-09-25 13:20:08
Directory : c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app
Total : 2238 files,  -686215 codes, -44464 comments, -103319 blanks, all -833998 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\msgpack\ext.py                                | Python     |       -149 |         -4 |        -41 |       -194 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\msgpack\fallback.py                           | Python     |       -857 |        -22 |       -132 |     -1,011 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\packaging\__about__.py                        | Python     |        -18 |         -3 |         -6 |        -27 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\packaging\__init__.py                         | Python     |        -20 |         -3 |         -3 |        -26 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\packaging\_manylinux.py                       | Python     |       -212 |        -51 |        -39 |       -302 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\packaging\_musllinux.py                       | Python     |       -107 |         -4 |        -26 |       -137 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\packaging\_structures.py                      | Python     |        -36 |         -3 |        -23 |        -62 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\packaging\markers.py                          | Python     |       -224 |         -7 |        -74 |       -305 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\packaging\requirements.py                     | Python     |       -105 |         -9 |        -33 |       -147 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\packaging\specifiers.py                       | Python     |       -490 |       -156 |       -157 |       -803 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\packaging\tags.py                             | Python     |       -373 |        -26 |        -89 |       -488 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\packaging\utils.py                            | Python     |        -91 |        -16 |        -30 |       -137 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\packaging\version.py                          | Python     |       -334 |        -58 |       -113 |       -505 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py                     | Python     |     -2,472 |       -168 |       -657 |     -3,297 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\pkg_resources\py31compat.py                   | Python     |        -15 |         -3 |         -6 |        -24 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\platformdirs\__init__.py                      | Python     |       -291 |          0 |        -52 |       -343 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\platformdirs\__main__.py                      | Python     |        -35 |          0 |        -12 |        -47 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\platformdirs\android.py                       | Python     |        -95 |         -3 |        -23 |       -121 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\platformdirs\api.py                           | Python     |       -131 |          0 |        -26 |       -157 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\platformdirs\macos.py                         | Python     |        -49 |          0 |        -16 |        -65 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\platformdirs\unix.py                          | Python     |       -148 |         -5 |        -29 |       -182 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\platformdirs\version.py                       | Python     |         -2 |         -2 |         -1 |         -5 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\platformdirs\windows.py                       | Python     |       -152 |         -1 |        -32 |       -185 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\pygments\__init__.py                          | Python     |        -64 |         -2 |        -17 |        -83 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\pygments\__main__.py                          | Python     |        -13 |          0 |         -5 |        -18 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\pygments\cmdline.py                           | Python     |       -554 |        -39 |        -76 |       -669 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\pygments\console.py                           | Python     |        -54 |          0 |        -17 |        -71 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\pygments\filter.py                            | Python     |        -55 |         -1 |        -16 |        -72 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\pygments\filters\__init__.py                  | Python     |       -858 |         -3 |        -80 |       -941 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\pygments\formatter.py                         | Python     |        -68 |         -7 |        -20 |        -95 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py               | Python     |       -110 |         -4 |        -30 |       -144 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\pygments\formatters\_mapping.py               | Python     |        -20 |         -2 |         -2 |        -24 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\pygments\formatters\bbcode.py                 | Python     |        -85 |         -1 |        -23 |       -109 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\pygments\formatters\groff.py                  | Python     |       -128 |          0 |        -43 |       -171 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\pygments\formatters\html.py                   | Python     |       -790 |        -21 |       -179 |       -990 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\pygments\formatters\img.py                    | Python     |       -520 |        -22 |       -104 |       -646 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\pygments\formatters\irc.py                    | Python     |       -148 |         -4 |        -28 |       -180 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py                  | Python     |       -405 |        -45 |        -72 |       -522 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\pygments\formatters\other.py                  | Python     |       -129 |         -3 |        -30 |       -162 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\pygments\formatters\pangomarkup.py            | Python     |        -62 |          0 |        -22 |        -84 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py                    | Python     |       -111 |         -9 |        -27 |       -147 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\pygments\formatters\svg.py                    | Python     |       -156 |          0 |        -33 |       -189 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\pygments\formatters\terminal.py               | Python     |        -97 |         -5 |        -26 |       -128 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\pygments\formatters\terminal256.py            | Python     |       -255 |        -21 |        -63 |       -339 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\pygments\lexer.py                             | Python     |       -679 |        -76 |       -128 |       -883 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py                   | Python     |       -252 |        -22 |        -62 |       -336 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\pygments\lexers\_mapping.py                   | Python     |       -538 |         -2 |         -2 |       -542 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\pygments\lexers\python.py                     | Python     |     -1,070 |        -58 |        -77 |     -1,205 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\pygments\modeline.py                          | Python     |        -32 |          0 |        -12 |        -44 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\pygments\plugin.py                            | Python     |        -61 |         -4 |        -24 |        -89 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\pygments\regexopt.py                          | Python     |        -66 |        -13 |        -13 |        -92 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\pygments\scanner.py                           | Python     |        -89 |          0 |        -16 |       -105 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\pygments\sphinxext.py                         | Python     |       -124 |          0 |        -32 |       -156 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\pygments\style.py                             | Python     |       -153 |        -17 |        -28 |       -198 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\pygments\styles\__init__.py                   | Python     |        -85 |         -2 |        -11 |        -98 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\pygments\token.py                             | Python     |       -164 |        -12 |        -38 |       -214 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\pygments\unistring.py                         | Python     |        -94 |         -6 |        -54 |       -154 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\env_test\Lib\site-packages\pip\_vendor\pygments\util.py                              | Python     |       -246 |         -5 |        -58 |       -309 |
